Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,57.4,1029.7,1,0,2,34,4,110,43,28.7647,38.2353,27.1176,2.47646,2.41544,2.36694, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,850,1013,1,0,3,26,4,136,16,111.692,127.269,115.731,6.46154,9.5914,15.1572, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,856.794,1010.32,1,0,3,110,6,184,95,99.0273,178.7,184.1,4.86936,22.5902,27.2962, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,849.25,1001.75,1,0,3,81,6,178,90,105.222,182.877,179.852,4.21647,21.3569,23.4032, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,679.19,1004.67,1,0,2,180,8,182,230,100.878,239.667,246.906,8.57749,10.9292,8.29741, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,493,1004,1,0,3,26,4,196,172,109.885,194.577,226.731,3.2071,10.3157,7.7457, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,497.75,1000.25,1,0,3,28,4,198,162,107.821,187.5,221.643,3.89153,13.0312,10.5626, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,646.5,1010,1,0,3,162,8,182,227,99.6049,240.951,246.13,8.84287,8.38434,8.09385, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,659.75,1006.25,1,0,3,94,6,182,230,101.117,239.638,247.245,7.13302,8.07385,7.23253, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,657.5,994,1,0,3,76,5,182,219,96.1711,239.579,243.461,5.9614,7.95524,7.43273, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,238.5,1011.5,1,0,3,35,4,198,110,95.5429,162.771,191.743,5.12202,15.8653,13.1874, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,245.5,1004,1,0,3,63,5,198,117,99.0952,165.508,196.556,3.95315,18.586,16.67, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,621,984.5,1,0,2,156,9,180,233,102.513,246.269,248.365,7.17116,7.26175,6.19132, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,632,979.5,1,0,2,89,6,180,239,100.101,247.888,250.247,5.73107,6.8702,5.71498, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,653.1,972.8,1,0,2,94,6,184,236,101.702,239.011,248.83,6.01027,8.16299,7.05935, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,648.5,964.5,1,0,2,94,6,180,225,93.2872,242.553,245.309,7.56655,9.05251,8.87539, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,887,963,1,0,2,167,8,176,191,115.497,235.198,227.659,17.9546,17.0651,16.73, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,881.5,948.5,1,0,2,79,5,174,168,89.8228,221.329,208.089,8.0903,8.03647,13.6952, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,29,948.5,1,0,2,89,6,46,105,167.91,146.281,69.5955,9.44498,12.1627,18.2644, "2020-03-25 [18:13:13]: no comment"
